Id,SalePrice
1461,133074.0
1462,139667.22
1463,179530.16
1464,188268.08
1465,195540.31
1466,178070.42
1467,177335.44
1468,163443.97
1469,177614.1
1470,112132.445
1471,192075.58
1472,94294.77
1473,99944.914
1474,154804.8
1475,137707.1
1476,381313.1
1477,269365.9
1478,288726.78
1479,236091.55
1480,463336.94
1481,368472.75
1482,203140.48
1483,164768.2
1484,176535.52
1485,163799.38
1486,200172.75
1487,366134.72
1488,229819.53
1489,213146.77
1490,180851.95
1491,191171.53
1492,111802.01
1493,192541.06
1494,289743.34
1495,291496.75
1496,183691.44
1497,170729.34
1498,152989.4
1499,159355.66
1500,142482.52
1501,166607.55
1502,154872.44
1503,302988.62
1504,225789.73
1505,213214.94
1506,193254.67
1507,260013.97
1508,207891.56
1509,162019.84
1510,149012.69
1511,143676.81
1512,158074.28
1513,155922.02
1514,173218.6
1515,217732.66
1516,171437.78
1517,164173.16
1518,118051.3
1519,218328.23
1520,129239.39
1521,137913.17
1522,175213.66
1523,102886.12
1524,122462.414
1525,130522.62
1526,124356.59
1527,99471.08
1528,129185.04
1529,137629.25
1530,178881.06
1531,116708.82
1532,117943.99
1533,139766.19
1534,115016.17
1535,182728.56
1536,122547.95
1537,93410.18
1538,212362.11
1539,198771.81
1540,115941.73
1541,153680.64
1542,148540.08
1543,224347.84
1544,88007.914
1545,103162.96
1546,121687.055
1547,134495.94
1548,141674.02
1549,107458.33
1550,136290.4
1551,111149.08
1552,130313.1
1553,166512.14
1554,110750.016
1555,181274.34
1556,70751.29
1557,122894.0
1558,91279.44
1559,88836.53
1560,152198.66
1561,155078.5
1562,135062.62
1563,116971.98
1564,146472.05
1565,153410.44
1566,187637.58
1567,77624.08
1568,223491.81
1569,151928.5
1570,150152.47
1571,134538.67
1572,154675.19
1573,227833.28
1574,104457.57
1575,179764.95
1576,225393.81
1577,209553.06
1578,151508.88
1579,144358.78
1580,195813.48
1581,151375.61
1582,129402.72
1583,352241.3
1584,239671.25
1585,136813.14
1586,82098.336
1587,115140.14
1588,143770.16
1589,109743.84
1590,130893.79
1591,89380.53
1592,126669.43
1593,116993.59
1594,157527.27
1595,117633.445
1596,252435.61
1597,174927.62
1598,192100.2
1599,190134.14
1600,182069.81
1601,63712.867
1602,113381.555
1603,111594.39
1604,271496.12
1605,250478.5
1606,183637.36
1607,165446.75
1608,213804.94
1609,210164.42
1610,158616.61
1611,145755.75
1612,144064.1
1613,163697.95
1614,116492.64
1615,85135.38
1616,73716.55
1617,92977.83
1618,126009.8
1619,138472.47
1620,147889.17
1621,142965.92
1622,144280.16
1623,313733.8
1624,219474.23
1625,139329.34
1626,169844.33
1627,187164.39
1628,273378.66
1629,177441.02
1630,398008.5
1631,207243.31
1632,234648.98
1633,158298.6
1634,188366.75
1635,188193.48
1636,159864.06
1637,186914.0
1638,221127.03
1639,179309.81
1640,239478.28
1641,179309.5
1642,202131.08
1643,209001.16
1644,227820.77
1645,199262.7
1646,153055.88
1647,157554.03
1648,128601.2
1649,139965.38
1650,121833.41
1651,123689.78
1652,90312.85
1653,98716.15
1654,160599.55
1655,165769.06
1656,161845.31
1657,159595.81
1658,159624.95
1659,148057.52
1660,145629.55
1661,465187.4
1662,395549.84
1663,393085.25
1664,455085.53
1665,296778.22
1666,321559.1
1667,368737.62
1668,318217.44
1669,274649.3
1670,352401.6
1671,238682.95
1672,448616.0
1673,295480.4
1674,250330.72
1675,173194.56
1676,176176.62
1677,218401.83
1678,429273.72
1679,366602.75
1680,290657.6
1681,265032.8
1682,302912.9
1683,176273.55
1684,163615.34
1685,171486.28
1686,157821.12
1687,160118.16
1688,184775.67
1689,185760.27
1690,182665.48
1691,177650.27
1692,244252.25
1693,162604.25
1694,184093.77
1695,162103.48
1696,264602.62
1697,163207.17
1698,363857.34
1699,341606.12
1700,233432.6
1701,266702.72
1702,258251.22
1703,259313.77
1704,310863.62
1705,235631.25
1706,400001.4
1707,221447.52
1708,218288.34
1709,267160.22
1710,217164.89
1711,248040.95
1712,246467.72
1713,214692.58
1714,215679.36
1715,197018.11
1716,207211.47
1717,183468.0
1718,125783.88
1719,193314.23
1720,250397.69
1721,178458.84
1722,118936.44
1723,153786.58
1724,217370.84
1725,233536.9
1726,183834.16
1727,157003.86
1728,196511.77
1729,163380.39
1730,178174.61
1731,132023.3
1732,135040.0
1733,120579.76
1734,126455.36
1735,133151.34
1736,119495.95
1737,321610.62
1738,218172.17
1739,248413.17
1740,184625.55
1741,199228.77
1742,163593.73
1743,164820.94
1744,314146.66
1745,228830.75
1746,241608.39
1747,213704.27
1748,207683.38
1749,144706.47
1750,145660.64
1751,236555.75
1752,119014.38
1753,138935.08
1754,234730.78
1755,160551.7
1756,128276.78
1757,121122.73
1758,144975.17
1759,189680.73
1760,165301.75
1761,153713.45
1762,167427.61
1763,165199.12
1764,110637.586
1765,175954.17
1766,167461.94
1767,213037.0
1768,140737.14
1769,143381.7
1770,136938.02
1771,131841.62
1772,128339.04
1773,144959.5
1774,116814.33
1775,125471.625
1776,133170.62
1777,111086.4
1778,131112.9
1779,111902.086
1780,174495.52
1781,127560.56
1782,92732.73
1783,138041.33
1784,102391.43
1785,115072.016
1786,126865.09
1787,159736.08
1788,55562.746
1789,127748.94
1790,76422.945
1791,186951.62
1792,148196.9
1793,144233.9
1794,146107.8
1795,137380.72
1796,131354.47
1797,135877.11
1798,132360.06
1799,116934.18
1800,118447.88
1801,133656.86
1802,162673.48
1803,157801.88
1804,145648.84
1805,133740.92
1806,101588.734
1807,144495.73
1808,124003.164
1809,122691.25
1810,153623.48
1811,113970.41
1812,97363.45
1813,117767.89
1814,90021.9
1815,71635.32
1816,109103.76
1817,106002.49
1818,145323.55
1819,117058.72
1820,74656.836
1821,121389.72
1822,162676.14
1823,47175.055
1824,131219.98
1825,141467.92
1826,94449.555
1827,116702.76
1828,156149.7
1829,119280.375
1830,163158.45
1831,187351.05
1832,94878.6
1833,145040.22
1834,130275.945
1835,154613.88
1836,144805.48
1837,100305.55
1838,130541.43
1839,83244.336
1840,173983.25
1841,155947.94
1842,77936.35
1843,147049.88
1844,138309.02
1845,151583.73
1846,155756.83
1847,154731.39
1848,49044.617
1849,104618.66
1850,118139.35
1851,170069.67
1852,124071.11
1853,130812.125
1854,178946.16
1855,130999.984
1856,199570.02
1857,169626.22
1858,130744.445
1859,118979.94
1860,164006.5
1861,118979.94
1862,282236.34
1863,282236.34
1864,282236.34
1865,317199.3
1866,334277.72
1867,245154.14
1868,316418.5
1869,195441.14
1870,269332.56
1871,241690.97
1872,165979.8
1873,222209.25
1874,146835.0
1875,195000.83
1876,202255.03
1877,195262.53
1878,207716.25
1879,135497.86
1880,135796.94
1881,223597.36
1882,255365.1
1883,197142.19
1884,204705.56
1885,281361.8
1886,306952.97
1887,186425.75
1888,305286.75
1889,151198.28
1890,137796.88
1891,144213.98
1892,104744.586
1893,128260.266
1894,114950.64
1895,153793.14
1896,120552.484
1897,111978.7
1898,98824.43
1899,130451.49
1900,159390.0
1901,196295.55
1902,142862.94
1903,205945.56
1904,141707.98
1905,174865.81
1906,199707.92
1907,222064.81
1908,129808.17
1909,132648.89
1910,121952.984
1911,209572.4
1912,260514.36
1913,152124.56
1914,72526.87
1915,324072.2
1916,75206.164
1917,269971.8
1918,131922.66
1919,156588.97
1920,149216.12
1921,382918.44
1922,331112.0
1923,214012.3
1924,191006.94
1925,221596.78
1926,396317.38
1927,139879.36
1928,157467.6
1929,126252.05
1930,127309.22
1931,143742.08
1932,141816.89
1933,174964.3
1934,185583.48
1935,180046.39
1936,187626.47
1937,176563.81
1938,179337.86
1939,223464.0
1940,196201.44
1941,175711.23
1942,190885.69
1943,196310.94
1944,310147.03
1945,362777.88
1946,133288.2
1947,277008.2
1948,170177.31
1949,232077.2
1950,185027.6
1951,247474.56
1952,225739.67
1953,167418.36
1954,204555.05
1955,130981.516
1956,269139.56
1957,161045.98
1958,300943.47
1959,126683.78
1960,112889.35
1961,119813.914
1962,101060.305
1963,111672.24
1964,106929.93
1965,156422.66
1966,161618.19
1967,320617.1
1968,429814.4
1969,402653.4
1970,440443.5
1971,474519.4
1972,391911.78
1973,248866.7
1974,304694.62
1975,442672.22
1976,284803.28
1977,329050.56
1978,387487.7
1979,337412.25
1980,185140.89
1981,344862.3
1982,230728.86
1983,204350.7
1984,163506.92
1985,188955.38
1986,198113.31
1987,179897.73
1988,171681.64
1989,190979.28
1990,226887.2
1991,247975.12
1992,206444.25
1993,177914.86
1994,255544.77
1995,184722.38
1996,231603.64
1997,324211.22
1998,323134.22
1999,261549.3
2000,308012.5
2001,261768.33
2002,220807.39
2003,252157.31
2004,261542.84
2005,249173.19
2006,239421.9
2007,225002.61
2008,223299.53
2009,179781.62
2010,185359.12
2011,140618.75
2012,191415.89
2013,180624.06
2014,189162.36
2015,189436.36
2016,188856.36
2017,196009.33
2018,128287.01
2019,138403.19
2020,117032.516
2021,103440.68
2022,183420.55
2023,140437.14
2024,225154.72
2025,399783.25
2026,176861.06
2027,142416.31
2028,169533.11
2029,163010.45
2030,270604.06
2031,248973.03
2032,277167.53
2033,273337.5
2034,157360.2
2035,208954.11
2036,189842.62
2037,205150.73
2038,255770.47
2039,218653.08
2040,402328.4
2041,289384.84
2042,193080.95
2043,165735.48
2044,181104.53
2045,215521.44
2046,120101.34
2047,155571.25
2048,132832.64
2049,118186.49
2050,168910.97
2051,122303.336
2052,141312.33
2053,144376.75
2054,79926.65
2055,147129.95
2056,143184.53
2057,118991.77
2058,235775.19
2059,143461.33
2060,168213.48
2061,194109.69
2062,128162.24
2063,124752.27
2064,140964.2
2065,128156.53
2066,179334.7
2067,106977.96
2068,120479.82
2069,108175.586
2070,111757.26
2071,97400.95
2072,135329.31
2073,142705.3
2074,179956.9
2075,149907.61
2076,131354.67
2077,152446.7
2078,126618.79
2079,134179.67
2080,117691.016
2081,115889.2
2082,120002.086
2083,131283.16
2084,110668.164
2085,117439.57
2086,136683.52
2087,133926.92
2088,90840.07
2089,76830.984
2090,134223.83
2091,122095.67
2092,135053.44
2093,128064.48
2094,150415.3
2095,158751.16
2096,86486.93
2097,103788.63
2098,155073.64
2099,70695.86
2100,88050.29
2101,135055.23
2102,137533.75
2103,113485.664
2104,129517.2
2105,137548.69
2106,77309.86
2107,253616.7
2108,132237.73
2109,113480.43
2110,136237.61
2111,159941.48
2112,126960.46
2113,125793.54
2114,103138.39
2115,155610.3
2116,120647.64
2117,147036.81
2118,113877.84
2119,105803.66
2120,116288.02
2121,119055.99
2122,108916.734
2123,92898.18
2124,179250.81
2125,115718.62
2126,158320.81
2127,148011.44
2128,127483.98
2129,116362.23
2130,164078.78
2131,180791.27
2132,118786.1
2133,119748.79
2134,121669.37
2135,117754.664
2136,61680.215
2137,132480.8
2138,140189.06
2139,156763.58
2140,136365.27
2141,143997.52
2142,123736.92
2143,142404.83
2144,111466.32
2145,135658.69
2146,187052.03
2147,156675.42
2148,116518.4
2149,135507.7
2150,228420.84
2151,120327.98
2152,216746.44
2153,179207.3
2154,114118.51
2155,139023.67
2156,247611.17
2157,221251.48
2158,229114.94
2159,229064.7
2160,176823.7
2161,259055.81
2162,446338.66
2163,353318.47
2164,241552.25
2165,162553.55
2166,151444.92
2167,192517.6
2168,211542.2
2169,194791.1
2170,204774.12
2171,143143.67
2172,145203.8
2173,157363.25
2174,255492.97
2175,317902.66
2176,314536.06
2177,246005.73
2178,218852.77
2179,136813.14
2180,230497.36
2181,177989.75
2182,222465.72
2183,198685.48
2184,134787.48
2185,137190.08
2186,156488.38
2187,155548.58
2188,160150.38
2189,158678.44
2190,80366.27
2191,81009.2
2192,86511.24
2193,112706.13
2194,104816.484
2195,96926.86
2196,104748.445
2197,107759.95
2198,143286.31
2199,181958.3
2200,129255.07
2201,133620.39
2202,194981.53
2203,146660.02
2204,171473.75
2205,110638.34
2206,136684.83
2207,212275.22
2208,233840.22
2209,209820.3
2210,135768.52
2211,115625.02
2212,116829.95
2213,106352.52
2214,143440.8
2215,109259.86
2216,139900.28
2217,86856.12
2218,83441.38
2219,88493.55
2220,87460.8
2221,332964.6
2222,209115.56
2223,283976.62
2224,207067.36
2225,129841.25
2226,187428.31
2227,190455.48
2228,289400.6
2229,238881.67
2230,158616.61
2231,209869.64
2232,182972.33
2233,164135.62
2234,275660.12
2235,208527.88
2236,269688.94
2237,346897.4
2238,190066.3
2239,118568.21
2240,164942.4
2241,156287.4
2242,129994.7
2243,141103.81
2244,95469.2
2245,98797.61
2246,151559.44
2247,98153.11
2248,119998.45
2249,122793.51
2250,139157.38
2251,95495.47
2252,181156.39
2253,141196.36
2254,174569.69
2255,189100.3
2256,180865.56
2257,200699.14
2258,172677.95
2259,172082.95
2260,152216.95
2261,177500.11
2262,213960.8
2263,327507.22
2264,451966.47
2265,159182.95
2266,291867.28
2267,396128.03
2268,376157.34
2269,159883.9
2270,189060.9
2271,212521.14
2272,202620.02
2273,158502.39
2274,168213.3
2275,167273.28
2276,174582.64
2277,205288.5
2278,156204.83
2279,114493.76
2280,116840.73
2281,171529.4
2282,175759.22
2283,102430.125
2284,94962.99
2285,152411.28
2286,129277.28
2287,347330.44
2288,236721.44
2289,422274.75
2290,457518.2
2291,315691.6
2292,402743.62
2293,426139.06
2294,403259.12
2295,410664.5
2296,297830.06
2297,271005.7
2298,302524.72
2299,403267.84
2300,307984.94
2301,246180.22
2302,219805.02
2303,239789.55
2304,235808.22
2305,170842.34
2306,171322.73
2307,182932.05
2308,215766.06
2309,277034.53
2310,204548.11
2311,184186.14
2312,186317.95
2313,171985.97
2314,163961.61
2315,177172.19
2316,195292.45
2317,169274.33
2318,186548.72
2319,184931.84
2320,182587.81
2321,252272.19
2322,164116.6
2323,178538.48
2324,165011.19
2325,222472.61
2326,163452.38
2327,208481.64
2328,234176.16
2329,188313.45
2330,191879.77
2331,425404.84
2332,433702.38
2333,316500.66
2334,257975.78
2335,250945.36
2336,342161.3
2337,216550.2
2338,307755.22
2339,213089.3
2340,399066.38
2341,223733.3
2342,253909.2
2343,227759.38
2344,233739.61
2345,238453.02
2346,236288.3
2347,213050.36
2348,235808.36
2349,144822.5
2350,243645.62
2351,229071.83
2352,220939.14
2353,209607.94
2354,121302.914
2355,143212.69
2356,154565.92
2357,200097.64
2358,202280.58
2359,119601.39
2360,116951.875
2361,146583.6
2362,270365.6
2363,137316.64
2364,173318.1
2365,234253.22
2366,185897.23
2367,208175.05
2368,188433.44
2369,207010.5
2370,165574.5
2371,168608.08
2372,192514.61
2373,282078.34
2374,312696.38
2375,255581.25
2376,275972.03
2377,323427.3
2378,137475.36
2379,196293.17
2380,151749.83
2381,162066.55
2382,183501.03
2383,215295.69
2384,236182.4
2385,162455.72
2386,134379.84
2387,127889.86
2388,106453.18
2389,123228.875
2390,139359.83
2391,134506.17
2392,119976.54
2393,164922.89
2394,146797.98
2395,198673.31
2396,141036.22
2397,212103.34
2398,135695.33
2399,52552.973
2400,49562.016
2401,118702.02
2402,137794.58
2403,124985.016
2404,145947.08
2405,161503.06
2406,132024.52
2407,123685.43
2408,141578.47
2409,129959.305
2410,181380.86
2411,116358.195
2412,159663.4
2413,130644.65
2414,130081.555
2415,117805.766
2416,134812.31
2417,128244.44
2418,133368.12
2419,108122.0
2420,123057.79
2421,174009.86
2422,130490.65
2423,151611.95
2424,163598.23
2425,182397.28
2426,125412.55
2427,132876.66
2428,172176.19
2429,126638.5
2430,131493.47
2431,103754.375
2432,142791.1
2433,143881.4
2434,140535.78
2435,145729.17
2436,114585.56
2437,102322.06
2438,121859.56
2439,117947.8
2440,127788.81
2441,104410.7
2442,109359.01
2443,122190.57
2444,135120.05
2445,79829.23
2446,113736.95
2447,211785.14
2448,152417.69
2449,110558.71
2450,152547.25
2451,127720.2
2452,193959.52
2453,113510.02
2454,138454.22
2455,124553.445
2456,152089.6
2457,125544.945
2458,103094.73
2459,114749.13
2460,142327.77
2461,113754.7
2462,136952.67
2463,115927.63
2464,192328.28
2465,127927.83
2466,113066.414
2467,147366.52
2468,85455.32
2469,76947.48
2470,193065.16
2471,201902.42
2472,178610.72
2473,114714.516
2474,98779.02
2475,230779.12
2476,115079.61
2477,121689.5
2478,155337.36
2479,108766.08
2480,160595.6
2481,127070.88
2482,134947.25
2483,118034.03
2484,124140.85
2485,117935.88
2486,147615.78
2487,184962.98
2488,156815.17
2489,137630.69
2490,165615.9
2491,97677.36
2492,174736.5
2493,147971.45
2494,180225.66
2495,97820.07
2496,240320.6
2497,160630.36
2498,109482.44
2499,110862.64
2500,128413.48
2501,135157.86
2502,162642.95
2503,96043.35
2504,205289.44
2505,222552.77
2506,250581.16
2507,350236.72
2508,249888.27
2509,219284.03
2510,234929.89
2511,187036.47
2512,203444.55
2513,205495.86
2514,209408.34
2515,150445.42
2516,152566.17
2517,135962.95
2518,143334.34
2519,212506.45
2520,212117.97
2521,193479.06
2522,212984.3
2523,132212.03
2524,144795.36
2525,146853.36
2526,140116.75
2527,115910.266
2528,126402.36
2529,130118.805
2530,123292.25
2531,217460.58
2532,224109.62
2533,195197.52
2534,229675.02
2535,314195.25
2536,236896.25
2537,238176.55
2538,192207.69
2539,193897.48
2540,185648.23
2541,196591.8
2542,146211.03
2543,126793.72
2544,139308.31
2545,137370.56
2546,143399.25
2547,145132.62
2548,158843.5
2549,169375.34
2550,173692.28
2551,144213.98
2552,132976.84
2553,61759.035
2554,119511.766
2555,121203.81
2556,95712.35
2557,111606.92
2558,149226.81
2559,128929.16
2560,123544.4
2561,133198.47
2562,132503.12
2563,153868.61
2564,177246.86
2565,134914.67
2566,134570.55
2567,112415.15
2568,196229.47
2569,194851.19
2570,132679.36
2571,165953.14
2572,176099.75
2573,226061.45
2574,332863.44
2575,130120.22
2576,120028.95
2577,167129.88
2578,94428.02
2579,79764.69
2580,123412.18
2581,131175.3
2582,120899.51
